subtask_id,backlog_id,phase,priority,workstream,owner,summary,sprint,due_date,status
P3-022-A,P3-022,PLAN,P3,"WS-08 Program governance","Product + Clinical Ops","Add documentation for ""degraded mode operations"" for clinicians.",Wave-E,2026-07-31,todo
P3-022-B,P3-022,BUILD,P3,"WS-08 Program governance","Product + Clinical Ops","Add documentation for ""degraded mode operations"" for clinicians.",Wave-E,2026-07-31,todo
P3-022-C,P3-022,VERIFY,P3,"WS-08 Program governance","Product + Clinical Ops","Add documentation for ""degraded mode operations"" for clinicians.",Wave-E,2026-07-31,todo
P3-023-A,P3-023,PLAN,P3,"WS-08 Program governance","Interop","Add versioned integration compatibility matrix (Meditech/OpenEHR/FHIR variants).",Wave-E,2026-07-31,todo
P3-023-B,P3-023,BUILD,P3,"WS-08 Program governance","Interop","Add versioned integration compatibility matrix (Meditech/OpenEHR/FHIR variants).",Wave-E,2026-07-31,todo
P3-023-C,P3-023,VERIFY,P3,"WS-08 Program governance","Interop","Add versioned integration compatibility matrix (Meditech/OpenEHR/FHIR variants).",Wave-E,2026-07-31,todo
P3-024-A,P3-024,PLAN,P3,"WS-08 Program governance","Compliance","Add compliance evidence binder automation for audits.",Wave-E,2026-07-31,todo
P3-024-B,P3-024,BUILD,P3,"WS-08 Program governance","Compliance","Add compliance evidence binder automation for audits.",Wave-E,2026-07-31,todo
P3-024-C,P3-024,VERIFY,P3,"WS-08 Program governance","Compliance","Add compliance evidence binder automation for audits.",Wave-E,2026-07-31,todo
P3-025-A,P3-025,PLAN,P3,"WS-01 Platform reliability","CTO","Add quarterly architecture review to retire temporary pilot workarounds.",Wave-E,2026-07-31,todo
P3-025-B,P3-025,BUILD,P3,"WS-01 Platform reliability","CTO","Add quarterly architecture review to retire temporary pilot workarounds.",Wave-E,2026-07-31,todo
P3-025-C,P3-025,VERIFY,P3,"WS-01 Platform reliability","CTO","Add quarterly architecture review to retire temporary pilot workarounds.",Wave-E,2026-07-31,todo
P4-001-A,P4-001,PLAN,P4,"WS-03 Clinical AI strategy","VP ML + CTO","Evaluate federated learning only after stable single-site production maturity.",Wave-F,2026-09-30,todo
P4-001-B,P4-001,BUILD,P4,"WS-03 Clinical AI strategy","VP ML + CTO","Evaluate federated learning only after stable single-site production maturity.",Wave-F,2026-09-30,todo
P4-001-C,P4-001,VERIFY,P4,"WS-03 Clinical AI strategy","VP ML + CTO","Evaluate federated learning only after stable single-site production maturity.",Wave-F,2026-09-30,todo
P4-002-A,P4-002,PLAN,P4,"WS-05 Interop strategy","Interop + CIO","Evaluate full TEFCA productionization path and partner strategy.",Wave-F,2026-09-30,todo
P4-002-B,P4-002,BUILD,P4,"WS-05 Interop strategy","Interop + CIO","Evaluate full TEFCA productionization path and partner strategy.",Wave-F,2026-09-30,todo
P4-002-C,P4-002,VERIFY,P4,"WS-05 Interop strategy","Interop + CIO","Evaluate full TEFCA productionization path and partner strategy.",Wave-F,2026-09-30,todo
P4-003-A,P4-003,PLAN,P4,"WS-05 Interop strategy","Compliance + Interop","Build full ONC certification roadmap if target market requires it.",Wave-F,2026-09-30,todo
P4-003-B,P4-003,BUILD,P4,"WS-05 Interop strategy","Compliance + Interop","Build full ONC certification roadmap if target market requires it.",Wave-F,2026-09-30,todo
P4-003-C,P4-003,VERIFY,P4,"WS-05 Interop strategy","Compliance + Interop","Build full ONC certification roadmap if target market requires it.",Wave-F,2026-09-30,todo
P4-004-A,P4-004,PLAN,P4,"WS-01 Platform strategy","CTO + Ops","Evaluate managed graph platform migration options for HA and operations.",Wave-F,2026-09-30,todo
P4-004-B,P4-004,BUILD,P4,"WS-01 Platform strategy","CTO + Ops","Evaluate managed graph platform migration options for HA and operations.",Wave-F,2026-09-30,todo
P4-004-C,P4-004,VERIFY,P4,"WS-01 Platform strategy","CTO + Ops","Evaluate managed graph platform migration options for HA and operations.",Wave-F,2026-09-30,todo
P4-005-A,P4-005,PLAN,P4,"WS-01 Platform strategy","CTO + CISO","Evaluate multi-region architecture for AU resilience and residency constraints.",Wave-F,2026-09-30,todo
P4-005-B,P4-005,BUILD,P4,"WS-01 Platform strategy","CTO + CISO","Evaluate multi-region architecture for AU resilience and residency constraints.",Wave-F,2026-09-30,todo
P4-005-C,P4-005,VERIFY,P4,"WS-01 Platform strategy","CTO + CISO","Evaluate multi-region architecture for AU resilience and residency constraints.",Wave-F,2026-09-30,todo
P4-006-A,P4-006,PLAN,P4,"WS-03 Clinical AI strategy","VP ML","Build model registry and lifecycle governance on persistent infra.",Wave-F,2026-09-30,todo
P4-006-B,P4-006,BUILD,P4,"WS-03 Clinical AI strategy","VP ML","Build model registry and lifecycle governance on persistent infra.",Wave-F,2026-09-30,todo
P4-006-C,P4-006,VERIFY,P4,"WS-03 Clinical AI strategy","VP ML","Build model registry and lifecycle governance on persistent infra.",Wave-F,2026-09-30,todo
P4-007-A,P4-007,PLAN,P4,"WS-04 Product strategy","VP Product","Add advanced clinician copilot UX experiments after safety baseline lock.",Wave-F,2026-09-30,todo
P4-007-B,P4-007,BUILD,P4,"WS-04 Product strategy","VP Product","Add advanced clinician copilot UX experiments after safety baseline lock.",Wave-F,2026-09-30,todo
P4-007-C,P4-007,VERIFY,P4,"WS-04 Product strategy","VP Product","Add advanced clinician copilot UX experiments after safety baseline lock.",Wave-F,2026-09-30,todo
P4-008-A,P4-008,PLAN,P4,"WS-04 Product strategy","Product + Clinical AI","Evaluate ambient voice/documentation integration as separate product track.",Wave-F,2026-09-30,todo
P4-008-B,P4-008,BUILD,P4,"WS-04 Product strategy","Product + Clinical AI","Evaluate ambient voice/documentation integration as separate product track.",Wave-F,2026-09-30,todo
P4-008-C,P4-008,VERIFY,P4,"WS-04 Product strategy","Product + Clinical AI","Evaluate ambient voice/documentation integration as separate product track.",Wave-F,2026-09-30,todo
P4-009-A,P4-009,PLAN,P4,"WS-08 Governance strategy","Clinical AI + Clinical Governance","Expand guideline corpus to specialty depth with editorial governance board.",Wave-F,2026-09-30,todo
P4-009-B,P4-009,BUILD,P4,"WS-08 Governance strategy","Clinical AI + Clinical Governance","Expand guideline corpus to specialty depth with editorial governance board.",Wave-F,2026-09-30,todo
P4-009-C,P4-009,VERIFY,P4,"WS-08 Governance strategy","Clinical AI + Clinical Governance","Expand guideline corpus to specialty depth with editorial governance board.",Wave-F,2026-09-30,todo
P4-010-A,P4-010,PLAN,P4,"WS-03 Clinical AI strategy","Clinical AI","Add advanced causal inference modules only after core trust metrics stabilize.",Wave-F,2026-09-30,todo
P4-010-B,P4-010,BUILD,P4,"WS-03 Clinical AI strategy","Clinical AI","Add advanced causal inference modules only after core trust metrics stabilize.",Wave-F,2026-09-30,todo
P4-010-C,P4-010,VERIFY,P4,"WS-03 Clinical AI strategy","Clinical AI","Add advanced causal inference modules only after core trust metrics stabilize.",Wave-F,2026-09-30,todo
P4-011-A,P4-011,PLAN,P4,"WS-04 Product strategy","Product + Clinical AI","Evaluate adaptive personalization of confidence thresholds by role/workflow.",Wave-F,2026-09-30,todo
P4-011-B,P4-011,BUILD,P4,"WS-04 Product strategy","Product + Clinical AI","Evaluate adaptive personalization of confidence thresholds by role/workflow.",Wave-F,2026-09-30,todo
P4-011-C,P4-011,VERIFY,P4,"WS-04 Product strategy","Product + Clinical AI","Evaluate adaptive personalization of confidence thresholds by role/workflow.",Wave-F,2026-09-30,todo
P4-012-A,P4-012,PLAN,P4,"WS-05 Interop strategy","CTO + Product","Build external developer platform for partner integrations after core hardening.",Wave-F,2026-09-30,todo
P4-012-B,P4-012,BUILD,P4,"WS-05 Interop strategy","CTO + Product","Build external developer platform for partner integrations after core hardening.",Wave-F,2026-09-30,todo
P4-012-C,P4-012,VERIFY,P4,"WS-05 Interop strategy","CTO + Product","Build external developer platform for partner integrations after core hardening.",Wave-F,2026-09-30,todo
P4-013-A,P4-013,PLAN,P4,"WS-08 Governance strategy","Compliance + Legal","Add formal SaMD pathway exploration if feature set crosses regulatory thresholds.",Wave-F,2026-09-30,todo
P4-013-B,P4-013,BUILD,P4,"WS-08 Governance strategy","Compliance + Legal","Add formal SaMD pathway exploration if feature set crosses regulatory thresholds.",Wave-F,2026-09-30,todo
P4-013-C,P4-013,VERIFY,P4,"WS-08 Governance strategy","Compliance + Legal","Add formal SaMD pathway exploration if feature set crosses regulatory thresholds.",Wave-F,2026-09-30,todo
P4-014-A,P4-014,PLAN,P4,"WS-01 Platform strategy","CTO + Data","Evaluate full data mesh architecture only if scale and org maturity justify complexity.",Wave-F,2026-09-30,todo
P4-014-B,P4-014,BUILD,P4,"WS-01 Platform strategy","CTO + Data","Evaluate full data mesh architecture only if scale and org maturity justify complexity.",Wave-F,2026-09-30,todo
P4-014-C,P4-014,VERIFY,P4,"WS-01 Platform strategy","CTO + Data","Evaluate full data mesh architecture only if scale and org maturity justify complexity.",Wave-F,2026-09-30,todo
P4-015-A,P4-015,PLAN,P4,"WS-03 Clinical AI strategy","Clinical AI + CIO","Build long-term clinical outcome feedback loops tied to real-world performance.",Wave-F,2026-09-30,todo
P4-015-B,P4-015,BUILD,P4,"WS-03 Clinical AI strategy","Clinical AI + CIO","Build long-term clinical outcome feedback loops tied to real-world performance.",Wave-F,2026-09-30,todo
P4-015-C,P4-015,VERIFY,P4,"WS-03 Clinical AI strategy","Clinical AI + CIO","Build long-term clinical outcome feedback loops tied to real-world performance.",Wave-F,2026-09-30,todo
